gene_id	gene_name	CONTROL1_REP1	CONTROL1_REP2	TREATMENT1_REP1	TREATMENT1_REP2	TREATMENT2_REP1	TREATMENT2_REP2
AT1G05640	AT1G05640	6	36	9	33	34	32
AT1G05650	AT1G05650	0	0	0	0	0	0
AT1G05660	AT1G05660	0	0	0	0	0	0
AT1G05670	AT1G05670	46	244	50	191	109	112
AT1G05675	UGT74E1	19	57	0	1	28	61
AT1G05680	UGT74E2	0	3	0	0	31	22
AT1G05690	BT3	59	160	68	233	54	57
AT1G05700	AT1G05700	2	2	0	1	9	1
AT1G05710	AT1G05710	22	79.999	15	101	60	55.999
AT1G05720	AT1G05720	132.067	552.022	192.994	836.68	215.271	241.059
AT1G05730	AT1G05730	14.933	34.978	25.006	160.32	26.729	23.941
AT1G05740	AT1G05740	0	1	1	7	0	0
AT1G05750	PDE247	45.326	204.841	40.476	163.71	95.178	121.048
AT1G05760	RTM1	9.674	25.159	5.524	42.29	20.822	16.952
AT1G05770	JAL2	9	20	7	27	5	9
AT1G05780	AT1G05780	70	156	42	150	53	68
AT1G05785	AT1G05785	43	126	11	76	60	56
AT1G05790	AT1G05790	148	677	127	476	272	315
AT1G05800	DGL	0	1	0	0	0	1
AT1G05805	BHLH128	418	1809	18	63	638	694
AT1G05810	ARA	107	290	351	1542	109	133
AT1G05820	SPPL5	16	80	130	439	31	36
AT1G05830	ATX2	252	970	76	311	449.952	500
AT1G05835	AT1G05835	28	42	12	54	77	92
AT1G05840	AT1G05840	180	685	270	1033	305	340
AT1G05850	CTL1	3699	16651	9858	39905	6352	6421
AT1G05860	AT1G05860	67	217	57	259	113	108
AT1G05870	AT1G05870	215.001	609.999	25	152	256.999	272
AT1G05880	ARI12	0	1	0	0	0	0
AT1G05890	ARI5	351.001	1398	1162	4668	612	733
AT1G05894	AT1G05894	3	7	0	20	3	4
AT1G05900	NTH2	127	527	64	282	212	217
AT1G05910	AT1G05910	131	655	182	888	364	349
AT1G05920	AT1G05920	0	0	1	0	0	0
AT1G05925	AT1G05925	0	0	0	0	0	0
AT1G05930	AT1G05930	0	0	0	0	0	0
AT1G05940	CAT9	351	1538	361	1343	562	604
AT1G05950	AT1G05950	50	90	25	89	64	67
AT1G05960	AT1G05960	360	1368	306	1365	676	663
AT1G05970	AT1G05970	77	178	106	558	85	99
AT1G05980	AT1G05980	0	0	0	0	0	0
AT1G05990	CML7	0	0	0	0	0	0
AT1G06000	UGT89C1	211	713.661	64	179.097	389.673	327.78
AT1G06002	AT1G06002	0	131.339	0	72.903	30.327	53.22
AT1G06010	AT1G06010	132	230	227	924	123	113
AT1G06020	AT1G06020	1	14	0	2	4	2
AT1G06030	AT1G06030	1	1.262	56.078	293.194	3.002	0
AT1G06040	BBX24	1594	6918	1447	6459	2625	2616
AT1G06050	AT1G06050	40	204	24	82	80	75
AT1G06060	AT1G06060	168	546	102	386	222	280
AT1G06070	AT1G06070	110	390	161	818	202	190
AT1G06080	ADS1	45	87	24	94	99	96
AT1G06090	AT1G06090	4	2.731	3	1.174	9	4
AT1G06100	AT1G06100	5	2	10	33	43	43
AT1G06110	SKIP16	190	869	230	1046	332	363
AT1G06120	AT1G06120	0	1.269	0	3.826	0	0
AT1G06130	GLX2-4	239	910	421	1713	361	344
AT1G06135	AT1G06135	0	0	0	0	0	1
AT1G06137	AT1G06137	0	0	0	0	0	0
AT1G06140	PCMP-E61	5	39	3	4	21	20
AT1G06148	AT1G06148	3	5	0	0	1	2
AT1G06149	CPuORF8	180.042	831.396	89.562	336.582	387.676	467.08
AT1G06150	EMB1444	41.958	169.604	134.438	470.418	95.324	112.92
AT1G06160	ERF094	26	44	4	34	31	25
AT1G06170	BHLH89	2	3	4	12	3	6
AT1G06180	ATMYB13	38	26	1	29	34	32
AT1G06190	RHON1	789	3082	2036	8821	1327	1386
AT1G06200	AT1G06200	433	1425	753	3263	557	622
AT1G06210	AT1G06210	188	615	186	735	321	267
AT1G06220	MEE5	416.408	1774.16	1205.819	4910.127	932.108	995.141
AT1G06225	CLE3	0	0	0	0	0	0
AT1G06230	GTE4	288	1329	658	2770.001	675	693
AT1G06240	AT1G06240	96	499	104	515	210	186
AT1G06250	AT1G06250	7	40	4	32	26	10
AT1G06260	AT1G06260	4.795	12.245	2	8.204	12.561	7.883
AT1G06265	AT1G06265	67.205	179.755	1	9.796	80.439	63.117
AT1G06270	AT1G06270	22	80	11	43	43	50
AT1G06280	LBD2	0	0	0	5	0	0
AT1G06290	ACX3	365.651	1842.406	350.517	1483.313	767.674	850.444
AT1G06310	ACX3.2	0	0	0	0	1	0
AT1G06320	AT1G06320	0	0	2	3	0	1
AT1G06330	AT1G06330	0	0	0	0	0	0
AT1G06340	AT1G06340	0	1	0	0	1	1
AT1G06350	AT1G06350	65	5	13	59	35	49
AT1G06360	AT1G06360	163	236	12	84	371	398
AT1G06370	AT1G06370	27	102	19	72	49	42
AT1G06380	AT1G06380	45	188	51	217	85	93
AT1G06390	ASK9	402	1416	290	1255	620	698
AT1G06400	RABA1A	312	1083	783	3398	460	536
AT1G06410	TPS7	631	3091	423	1798	1572	1712
AT1G06420	AT1G06420	7	7	13	41	21	22
AT1G06430	FTSH8	1099	4500	3000	12188	1918	2027
AT1G06440	AT1G06440	15	51	4	19	28	24
AT1G06450	CAF1-1	85	291	29	104	105	137
AT1G06460	ACD32.1	2214	9501	1125	4308	2983	3136
AT1G06470	AT1G06470	326	977	287	1184	510	529
AT1G06475	AT1G06475	13	22	11	66	21	11
AT1G06480	AT1G06480	0	0	0	0	0	0
AT1G06490	CALS7	17	167	23	107	109	116
AT1G06500	AT1G06500	122.001	372	47	255	161.001	181
AT1G06510	AT1G06510	387	959	208	1033	391	371
AT1G06515	AT1G06515	115	338	32	171	149	155
AT1G06520	GPAT1	11	35	3	21	9	15
AT1G06530	PMD2	254	1344	277	1526	548	579
AT1G06540	AT1G06540	0	0	0	2	0	0
AT1G06550	AT1G06550	291	756	99	485	404	402
AT1G06560	AT1G06560	133	336	320	1415	180	220
AT1G06570	PDS1	160	805	661	2681	396	397
AT1G06580	AT1G06580	18	74	3	7	46	44
AT1G06590	APC5	85	201	25	89	151	132
AT1G06610	AT1G06610	0	0	0	0	0	0
AT1G06620	AT1G06620	43	102	17	98	64	75
AT1G06630	AT1G06630	111	413	132	633.507	200.475	181
AT1G06640	AT1G06640	1185.702	2583.8	1074	4887	1395.631	1455.54
AT1G06645	AT1G06645	107	469	76	351	143	160
AT1G06650	AT1G06650	498.298	2276.2	454	2095	807.369	852.46
AT1G06660	JASON	9	37	2	27	49	54
AT1G06670	NIH	277	1176	582	2246	816	756
AT1G06680	PSBP1	42377	190163	38426	165350	68501	74128
AT1G06690	AT1G06690	428	2159	345	1470	614	717
AT1G06700	PTI11	573	1773	862	3776	735	852
AT1G06710	AT1G06710	41	167	32	130	90	92
AT1G06720	AT1G06720	203	622	778	3330	451	536
AT1G06730	AT1G06730	101	365	265	1028	189	197
AT1G06740	AT1G06740	30.979	132.844	37	137.618	55.857	75.893
AT1G06750	AT1G06750	1.021	1.156	0	3.382	1.143	1.107
AT1G06760	AT1G06760	1045	3625	12	28	1961	2146
AT1G06770	DRIP1	62	193	45	193	106	90
AT1G06780	GAUT6	71	290	68	253	129	135
AT1G06790	AT1G06790	59.281	222.867	128.333	560.887	119.41	137.036
AT1G06800	PLA-I{gamma}1	71.719	281.133	54.667	245.113	109.59	106.963
AT1G06810	AT1G06810	1	2	0	4	1	0
AT1G06820	CRTISO	367	1403	120	564	625	622
AT1G06830	GRXS11	98	341	51	236	152	177
AT1G06840	AT1G06840	106	369	80	453	182	188
AT1G06850	AtbZIP52	55	224	37	103	111	111
AT1G06860	AT1G06860	0	0	0	0	0	0
AT1G06870	TPP2	121	446	207	861	184	187
AT1G06890	AT1G06890	357	1323	335	1403.999	675	608
AT1G06900	AT1G06900	332	1302	468	2026	665	763
AT1G06910	TRFL7	45	136	6	31	76	74
AT1G06920	OFP4	0	0	0	0	0	0
AT1G06923	AT1G06923	0	0	1.042	4	0	0
AT1G06925	AT1G06925	0	0	0.958	0	0	0
AT1G06930	AT1G06930	0	0	0	0	2	0
AT1G06950	TIC110	1095	6038	2218	8776	3146	3399
AT1G06960	AT1G06960	123	307.001	35	202	166	160
AT1G06970	CHX14	0	3	3	4	0	0
AT1G06980	AT1G06980	15	99	0	5	21	18
AT1G06990	AT1G06990	0	0	0	0	0	0
AT1G07000	ATEXO70B2	157	575	39	219	209	215
AT1G07010	AT1G07010	442	1864	1153	5062	601	694
AT1G07020	AT1G07020	112	245	48	194	113	130
AT1G07025	AT1G07025	0	0	0	0	0	0
AT1G07030	AT1G07030	117	485	329	1521	215	225
AT1G07040	AT1G07040	215	1067	111	423	418	439
AT1G07050	AT1G07050	307	1367	13	42	286	319
AT1G07051	MIR847A	0	0	0	0	0	0
AT1G07060	AT1G07060	0	2	0	2	4	4
AT1G07070	RPL35AA	273	444	134	634	248	284
AT1G07080	AT1G07080	534	2311	1026	4391	817	870
AT1G07090	LSH6	64	307	14	43	118	134
AT1G07100	AT1G07100	0	0	0	0	0	0
AT1G07110	FKFBP	927.996	4702	492	2219	1920	1910
AT1G07119	AT1G07119	10.186	24.85	14.675	45.683	11.968	11.726
AT1G07120	AT1G07120	4.814	11.15	10.325	69.317	9.032	11.274
AT1G07128	AT1G07128	19.268	50.19	8.787	2.335	16.484	27.836
AT1G07130	STN1	21.732	77.81	9.213	97.665	55.516	41.164
AT1G07135	AT1G07135	615	2337	4	18	546	789
AT1G07140	RANBP1A	1035	3965	3051	12644	1694	1781
AT1G07150	MAPKKK13	14	88	2	5	44	31
AT1G07160	AT1G07160	3	6	2	1	2	3
AT1G07170	AT1G07170	152.999	286	484	2158	187	166
AT1G07175	AT1G07175	1	1	0	0	1	0
AT1G07180	NDA1	224	1223	634	2599	516	525
AT1G07190	AT1G07190	0	0	0	1	0	0
AT1G07200	AT1G07200	149	625	300	1284	356	365
AT1G07210	AT1G07210	241	626	735	3077	370	408
AT1G07220	AT1G07220	99	400	46	193	167	158
AT1G07230	NPC1	224	1032	460	2037	451	447
AT1G07240	UGT71C5	233	1073	61	341	357	418
AT1G07250	UGT71C4	223	1453	106	509	531	521
AT1G07260	UGT71C3	11	28	3	39	21	33
AT1G07270	CDC6B	13	27	0	2	16	22
AT1G07280	AT1G07280	934	5429	498	1973	1975	1952
AT1G07290	GONST2	8	28	7	16	12	20
AT1G07300	AT1G07300	35	197	12	76	56	66
AT1G07310	AT1G07310	194	1087	167	753	402	445
AT1G07320	RPL4	2783	13766	6065.999	26510	5110	5441.001
AT1G07330	AT1G07330	2	5	73	230	0	1
AT1G07340	STP2	0	0	0	1	0	0
AT1G07350	SR45A	251	984	8075	34908	368	443
AT1G07360	AT1G07360	250	1195	231	928	560	584
AT1G07370	PCNA	141	369	76	292	272	264
AT1G07380	AT1G07380	68	291	51	218	116	109
AT1G07390	AtRLP1	16	115	7	36	54	47
AT1G07400	HSP17.8	21	6	41233.408	218253.945	32	41
AT1G07410	RABA2B	26	33	163	788	29	29
AT1G07420	SMO2-2	269	1161	136	531	508	466
AT1G07430	AIP1	4	12	3	24	11	16
AT1G07440	AT1G07440	850	2623	537	2357	833	893
AT1G07450	AT1G07450	16	83	4	10	31	37
AT1G07460	AT1G07460	0	0	0	0	0	0
AT1G07470	AT1G07470	117.065	538.094	72.26	299.696	264.746	329.899
AT1G07473	AT1G07473	0	0	0	2	0	2
AT1G07476	AT1G07476	0	0	0	0	0	0
AT1G07480	AT1G07480	145.935	654.906	176.739	703.305	279.254	292.1
AT1G07485	AT1G07485	10.839	28.816	0	17.354	12.341	12.792
AT1G07490	RTFL3	26.161	64.184	28	107.646	31.659	23.208
AT1G07500	AT1G07500	1	0	78	404	0	0
AT1G07510	FTSH10	185	838	321	1393	369	387
AT1G07520	SCL31	63	303	23	109	155	134
AT1G07530	SCL14	191	841	308	1341	390	365
AT1G07540	TRP5	0	0	3	1	0	0
AT1G07550	AT1G07550	0	0	0	1	0	0
AT1G07560	AT1G07560	0	0	0	0	0	0
AT1G07570	APK1A	74	187	68	335	144	160
AT1G07590	AT1G07590	8670.078	15034.861	2603.035	11945.958	4465.209	4628.931
AT1G07600	MT1A	1400.921	2419.13	447.965	2348.023	646.789	1109.068
AT1G07610	MT1C	306.002	751.001	41	147	229.001	252.001
AT1G07615	ATOBGM	66	174	184	892	90	116
AT1G07620	TRM32	15	96	6	23	38	42
AT1G07630	PLL5	117	583	36	149	252	271
AT1G07640	DOF1.1	111	737	213	667.999	339	373
AT1G07645	ATDSI-1VOC	0	0	0	0	0	0
AT1G07650	AT1G07650	459	1793	90	460	848	828
AT1G07660	AT1G07660	174.507	476.127	134.809	663.362	240.727	239.106
AT1G07670	ECA4	249.141	1320.782	1395.12	6089.129	712.307	711.274
AT1G07680	AT1G07680	0	0	0	0	0	0
AT1G07690	AT1G07690	0	0	0	0	0	0
AT1G07700	AT1G07700	698	2126.999	915.999	3933	799	827
AT1G07702	AT1G07702	0	0	0	0	0	0
AT1G07705	AT1G07705	165	713	90	373	321	371
AT1G07710	AT1G07710	5	23	5	12	18	15
AT1G07720	KCS3	205	971	48	184	330	363
AT1G07725	ATEXO70H6	5.179	7.721	2.077	18.803	0	4.024
AT1G07728	AT1G07728	66.821	338.279	102.923	478.197	178	171.977
AT1G07730	DIR25	0	0	0	3.416	0	0
AT1G07740	AT1G07740	45	141	11	49.584	60	86
AT1G07745	RAD51D	68	172	23	97	77	88
AT1G07747	AT1G07747	0	0	0	0	0	0
AT1G07750	AT1G07750	203	766	84	285	318	312
AT1G07770	RPS15AA	2884	4912	4799	21066.996	3060	3408
AT1G07780	PAI1	95.534	406.049	65.099	266.778	222.928	202.778
AT1G07790	HTB1	225	612	57	225	386	429
AT1G07795	AT1G07795	0	0	1	2	0	0
AT1G07800	AT1G07800	0	0	0	0	0	0
AT1G07810	ECA1	218.859	877.218	452.88	1966.871	526.693	567.726
AT1G07820	AT1G07820	480.493	1382.872	215.191	1069.638	820.273	851.895
AT1G07830	AT1G07830	110	287	358	1645	193	200
AT1G07840	AT1G07840	140	398.001	146	592	200	202
AT1G07850	AT1G07850	0	0	17	54	0	1
AT1G07860	AT1G07860	0	0	0	0	0	0
AT1G07870	AT1G07870	49	161	142	570	86	71
AT1G07880	MPK13	47	143	10	35	72	72
AT1G07885	AT1G07885	0	0	0	0	0	0
AT1G07890	APX1	5605.001	23943	9451	40003.002	8714	9605
AT1G07900	LBD1	1	22	2	10	6	1
AT1G07901	AT1G07901	2	12	1	10	7	5
AT1G07910	ATRNL	163	678	273	1053	313	331
AT1G07920	A3	3591.192	14361.325	10336.078	43069.421	7397.705	8298.81
AT1G07930	A3	2199.711	9198.344	11436.526	45277.071	5259.023	5581.391
AT1G07940	A3	3164.016	11673.131	6624.291	26567.602	6232.998	6328.692
AT1G07950	MED22B	204	368	151	607	172	181
AT1G07960	PDIL5-1	249	515	276	1180	229	262
AT1G07970	AT1G07970	90	347	190	924	214	214
AT1G07980	NF-YC10	103	357	184	838	110	159
AT1G07985	AT1G07985	5	4	10	32	6	10
AT1G07990	AT1G07990	286	1291	224	896	532	559
AT1G08000	GATA10	56	181	53	198	97	110
AT1G08005	AT1G08005	1	0	0	5	0	0
AT1G08010	GATA11	85	331	37	218	181	196
AT1G08030	TPST	139	497	76	303	257	246
AT1G08032	AT1G08032	0	0	0	0	0	0
AT1G08035	AT1G08035	1	4	1	0	1	4
AT1G08040	AT1G08040	195	685	71	279	292	322
AT1G08050	AT1G08050	16	151	8	41	71	65
AT1G08060	MOM1	136	747	143	579	375	387
AT1G08065	ACA5	0	0	0	1	0	0
AT1G08070	PCMP-H12	12	67	24	108	44	37
AT1G08080	ACA7	0	1	0	2	0	1
AT1G08090	NRT2.1	5	18	0	3	12	18
AT1G08100	NRT2.2	0	0	0	0	0	0
AT1G08105	AT1G08105	0	0	1.032	0	0	0
AT1G08110	AT1G08110	655.999	2430	1450	6240	977	1087
AT1G08115	AT1G08115	2	5	0	9	0	0
AT1G08120	AT1G08120	0	1	15	50	0	1
AT1G08125	AT1G08125	176	448	129	580	209	231
AT1G08130	LIG1	141	616	69	291	360	372
AT1G08135	CHX6B	0	0	0	0	0	0
AT1G08140	CHX6A	0	0	0	0	3	0
AT1G08150	CHX5	0	0	0	8	0	0
AT1G08160	AT1G08160	18	165	5	17	110	117
AT1G08165	AT1G08165	6	25	0	0	5	5
AT1G08170	AT1G08170	1	0	0	0	0	0
AT1G08180	SMR2	28	81	0	13	31	26
AT1G08190	VPS41	565	2520	362	1772	1060	1119
AT1G08200	AXS2	1314	4764	1693.005	7139	2040.997	2180
AT1G08210	AT1G08210	126	335	416	1784	215	233
AT1G08220	AT1G08220	59	132	35	134	91	96
AT1G08230	GAT1	42	132	44	359	57	68
AT1G08240	AT1G08240	0	0	0	0	0	0
AT1G08250	ADT6	48	256	22	104	97	102
AT1G08260	POL2A	111.099	451.501	33.29	109.181	360.549	322.934
AT1G08270	AT1G08270	9.901	35.499	6.71	28.819	23.451	27.065
AT1G08280	AT1G08280	27	94	14	73	64	65
AT1G08290	WIP3	11	40	12	65	17	14
AT1G08300	NVL	23	99	176	714	42	57
AT1G08310	AT1G08310	2	28	0	0	4	1
AT1G08315	AT1G08315	61	234	10	48	98	89
AT1G08320	TGA9	0	0	0	6	1	7
AT1G08340	ROPGAP5	2	29	34	99	24	20
AT1G08350	TMN5	74	273	72	274	153	134
AT1G08360	RPL10AA	2204	4874	4348.002	19272.478	3093.002	3321.002
AT1G08370	DCP1	190	694	199	803	348	320
AT1G08380	PSAO	31273	129555	10224	47357	40091	43408
AT1G08390	AT1G08390	82	311	50	219	124	86
AT1G08400	MAG2L	42	137	28	127	53	83
AT1G08410	LSG1-2	121	378	358	1478	251	222
AT1G08420	BSL2	338.999	1806.015	607.012	2505.021	755.008	734.617
AT1G08430	ALMT1	2	10	1	9	5	7
AT1G08440	ALMT2	2	0	0	7	6	3
AT1G08450	CRT3	621	3108	606	2734	894	1005
AT1G08460	HDA8	196	954	542	2491	357	360
AT1G08465	YAB2	128	270	151	700	161	166
AT1G08470	SSL3	123	506	71	298	242	209
AT1G08480	SDH6	440	1518	463	2118	576	689
AT1G08490	NFS2	403	1417	832	3864	641	690
AT1G08500	ENODL18	15	18	4	20	6	7
AT1G08510	FATB	717	3543	390	1631	1340	1432
AT1G08520	CHLD	2196	10891	1621	7007	4683	4870
AT1G08530	AT1G08530	110	422	30	155	189	161
AT1G08540	SIGB	836	4287	812	3569	1709	1835
AT1G08550	VDE1	1441	5610	499	2146	1992	1949
AT1G08560	KN	193	280	156	626	481	566
AT1G08570	ACHT4	564	1754	864	3814	783	834
AT1G08580	AT1G08580	286	591	194	894	306	372
AT1G08590	PXL1	34	182	16	116	71.356	76.672
AT1G08592	AT1G08592	0	0	0	0	12.644	10.328
AT1G08600	ATRX	164	823	237	1116	419	417
AT1G08610	AT1G08610	76	230	149	614	135	147
AT1G08620	JMJ16	171	741	83	349	371	364
AT1G08630	THA1	2	0	7	28	13	14
AT1G08640	CJD1	1058	3314	1249	5226	1360	1460
AT1G08650	PPCK1	277	1564	197	828	508	490
AT1G08660	MGP2	290	1097	131	623	447	504
AT1G08670	AT1G08670	0	0	0	0	0	0
AT1G08680	AGD14	194	864	105	436	398	432.999
AT1G08695	SCRL3	0	0	0	0	0	0
AT1G08700	PS1	127	662	751	2985	312	351
AT1G08710	SKIP24	83	243	161	662	92	123
AT1G08720	EDR1	164	784	184	743	358	361
AT1G08730	XI-C	2	12	1	7	10	8
AT1G08735	AT1G08735	1	5	0	0	1	1
AT1G08740	AT1G08740	0	0	0	0	0	0
AT1G08750	AT1G08750	111	370	65	291	156	165
AT1G08760	AT1G08760	80	392	47	176	160	173
AT1G08770	PRA1E	70	376	97	389	125	138
AT1G08780	AIP3	148	334	43	234	146	176
AT1G08790	AT1G08790	0	0	0	0	0	0
AT1G08800	MYOB1	182	746	55	199	284	249
AT1G08810	MYB60	110	329	44	170	113	136
AT1G08820	PVA22	232	825	163	742	391	410
AT1G08830	CSD1	3045	9076	4878	22109	4351	4735
AT1G08840	emb2411	84	169	30	75	122	113
AT1G08845	AT1G08845	48	151	48	217	69	57
AT1G08860	BON3	0	0	1	0	1	1
AT1G08870	AT1G08870	0	0	0	0	0	0
AT1G08880	HTA5	678	1565	431	1702	780	798
AT1G08890	SUGTL4	188	537	98	433	168	178
AT1G08900	SUGTL3	371	1085	58	210	330	343
AT1G08910	AT1G08910	145	577	169	721	334	318
AT1G08920	SUGTL2	185	532.999	143	522	282	287
AT1G08930	ERD6	894	3743	651	2648	1638	1652
AT1G08940	AT1G08940	38	162	25	107	57	65
AT1G08950	AT1G08950	0	0	0	0	0	0
AT1G08960	CCX5	71	333	33	146	145	150
AT1G08970	NFYC9	266	931	152	700.001	351	414
AT1G08980	AMI1	729	3237	728	3197	1248	1379
AT1G08985	AT1G08985	1	0	0	0	0	0
AT1G08990	GUX5	0	0	1	0	0	0
AT1G09000	ANP1	17	77	16	63	61	43
AT1G09010	EBM	536	2417	228	938	1088	1007
AT1G09020	SNF4	297	1320	244	962	559	583
AT1G09026	AT1G09026	0	0	0	0	0	0
AT1G09030	NFYB4	0	0	0	0	0	0
AT1G09040	AT1G09040	39.43	130.855	10	58.921	75.243	64.183
AT1G09050	AT1G09050	23.57	141.145	17	126.079	53.757	75.817
AT1G09060	AT1G09060	276	1227	327	1428	604	633
AT1G09070	SRC2	1373	6467	3729	16847	2102	2303
AT1G09080	MED37B	5	58	24	79	11	22
AT1G09090	RBOHB	0	0	0	3	0	2
AT1G09100	RPT5B	206	573	334	1451	262	301
AT1G09110	AT1G09110	0	0	0	0	0	0
AT1G09130	CLPR3	1320	6211.001	1250	5198	2332	2465
AT1G09140	SR30	498	1772	4680	20628	745	761
AT1G09150	AT1G09150	229	845	487	2252	395	468
AT1G09155	PP2B15	1	2	3	20	3	2
AT1G09157	AT1G09157	2	3	8	47	3	1
AT1G09160	AT1G09160	256	794	335	1520	423	440
AT1G09170	AT1G09170	9	16	0	8	10	8
AT1G09176	AT1G09176	0	2	0	0	1	0
AT1G09180	ATSAR1	20	66	1	6	30	25
AT1G09190	PCMP-E70	19	92	32	101	41	60
AT1G09195	AT1G09195	62	241	4	44	83	114
AT1G09200	HTR2	439	1318	22	74	696	801
AT1G09210	CRT2	1076.456	3520	3537.803	14942	2177.461	2377.447
AT1G09220	PCMP-E25	15	64	2	6	22	29
AT1G09230	SNRNP65	151	672	78	304	254	274
AT1G09240	NAS3	131	1156	12	51	463	456
AT1G09245	AT1G09245	0	0	0	0	0	0
AT1G09250	BHLH149	128	492	3	20	172	199
AT1G09260	AT1G09260	0	0	0	0	0	0
AT1G09270	IMPA4	381	1422	524	2053	604	668
AT1G09280	STR6	145	436	187	858	265	271
AT1G09290	AT1G09290	98.667	350.391	55.1	239.736	161.185	147.575
AT1G09300	AT1G09300	74.333	259.609	53.9	215.264	118.815	127.425
AT1G09310	AT1G09310	5604	23828	1407	6291	5044	5625
AT1G09320	AT1G09320	31	207	55	272	106	115
AT1G09330	ECH	342	872	434	1789	426	476
AT1G09340	CSP41B	7139	30725	7252	29620	11798	12754
AT1G09350	GOLS3	33	119	8	46	43	48
AT1G09360	AT1G09360	0	0	0	0	0	0
AT1G09370	AT1G09370	2	2	0	0	2	0
AT1G09380	AT1G09380	0	0	0	1	0	0
AT1G09390	AT1G09390	170	781	11	74	282	282
AT1G09400	AT1G09400	3	3	0	0	5	1
AT1G09410	PCMP-H18	9	43	2	5	22	18
AT1G09415	NIMIN-3	170	462	164	800	187	244
AT1G09420	G6PD4	63.402	162.253	31	105.857	128.9	155.575
AT1G09421	AT1G09421	1.598	5.747	0	2.143	4.1	3.425
AT1G09430	ACLA-3	507	1990	801	3450	861	945
AT1G09440	AT1G09440	113	314	62	263	125	135
AT1G09450	AT1G09450	23	43	3	14	84	75
AT1G09460	AT1G09460	13	38	20	69	34	42
AT1G09470	AT1G09470	39	67	20	110	98	88
AT1G09480	AT1G09480	18	28	1	10	20	20
AT1G09483	AT1G09483	0	0	0	0	0	0
AT1G09486	AT1G09486	9.064	30.183	6.001	16.542	6.959	12
AT1G09490	AT1G09490	235	1037	170	699	424	449
AT1G09500	AT1G09500	17	76	4	13	76	73
AT1G09510	AT1G09510	0	0	0	0	1	1
AT1G09520	AT1G09520	78	298	141	647	141	136
AT1G09530	PIF3	88	328	288	1179	139	180
AT1G09540	MYB61	1	2	1	6	0	2
AT1G09550	PAE1	0	0	0	0	0	0
AT1G09560	GLP4	190	847	397	1753	333	362
AT1G09570	PHYA	472	2175	1539	6404	1270	1319
AT1G09575	AT1G09575	38	116	5	40	61	53
AT1G09580	AT1G09580	81	307	108	377	146	142
AT1G09590	RPL21A	991.604	2530.701	1287.888	5450.771	1745.787	1957.362
AT1G09600	AT1G09600	6	7	0	6	12	9
AT1G09610	GXM1	1	19	9	42	6	10
AT1G09620	AT1G09620	700	3217	1842	7304	1901.999	1921
AT1G09625	AT1G09625	0	0	0	0	0	0
AT1G09630	RABA2A	138	417	31	127	202	224
AT1G09640	AT1G09640	1290	4940	4348	18413	2739	2969
AT1G09645	AT1G09645	182	441	82	357	180	212
AT1G09650	AT1G09650	3	7	1	4	5	3
AT1G09660	AT1G09660	232	801	463	2085	362	373
AT1G09665	AT1G09665	0	0	0	0	0	0
AT1G09680	AT1G09680	16	68	7	58	44	28
AT1G09690	RPL21A	2319.396	6047.299	6316.112	27864.229	3807.213	4052.638
AT1G09700	DRB1	81	296	538	2102	204	192
AT1G09710	AT1G09710	61	213	300	1348	91	89
AT1G09720	NET2B	0	0	0	4	0	0
AT1G09730	ULP2B	230	849	158	721	483	432
AT1G09740	AT1G09740	111	346	131	647	162	180
AT1G09750	AT1G09750	1429	6611	566	2114	3612	3689
AT1G09760	U2A'	266	861	553	2344	469	508
AT1G09770	CDC5	505	2622	3273	14035	1429	1501
AT1G09780	PGM1	964	3962	333	1217	1980	2053
AT1G09790	COBL6	0	0	0	0	0	0
AT1G09794	AT1G09794	31	75	20	89	35	29
AT1G09795	HISN1B	739	3079	1177.998	5187	1231	1308
AT1G09800	AT1G09800	36	94	68	286	72	76
AT1G09810	ECT11	95	257	101	404	143	144
AT1G09812	AT1G09812	3	12	1	5	5	4
AT1G09815	POLD4	129	372	63	244	206	240
AT1G09820	AT1G09820	39	136	4	8	58	84
AT1G09830	PUR2	245	1070	928	4060	493	488
AT1G09840	ASK10	338	1229.999	105	359	497.999	512
AT1G09850	XBCP3	203	977	790	3410	391	410
AT1G09860	PUP16	0	0	7	17	3	1
AT1G09870	AT1G09870	134	604	216	818	277	331
AT1G09880	AT1G09880	3	4	1	7	3	5
AT1G09890	AT1G09890	3	53	5	17	21	24
AT1G09900	AT1G09900	119	487	163	751	274	300
AT1G09910	AT1G09910	116	546	40	174	232	249
AT1G09920	AT1G09920	252	836	98	358	313	353
AT1G09930	OPT2	2	5	1	0	3	0
AT1G09932	AT1G09932	35	219	1	8	59	66
AT1G09935	AT1G09935	0	0	0	0	0	0
AT1G09940	HEMA2	181	690	237	916	305	317
AT1G09950	RAS1	7	23	94	428	5	10
AT1G09960	SUC4	19	80	56	217	52	81
AT1G09970	LRR XI-23	448	2014	766	3361	1161	1186
AT1G09980	AT1G09980	249	846	97	366	462	481
AT1G09995	AT1G09995	23	56	16	71	28	40
AT1G10000	AT1G10000	2	26	3	20	11	8
AT1G10010	AAP8	0	0	2	0	0	0
AT1G10020	AT1G10020	195	918	186	698	410	404
AT1G10030	ERG28	106	311	109	542	136	154
AT1G10040	AT1G10040	9	31	27	134	18	19
AT1G10050	AT1G10050	88	337	530	2278	159	147
AT1G10060	BCAT1	127	363.999	23	93	145	155
